,Mineral Name,RRUFF Chemistry (plain),IMA Chemistry (plain),Chemistry Elements,IMA Number,RRUFF IDs,Country of Type Locality,Year First Published,IMA Status,Structural Groupname,Fleischers Groupname,Status Notes,Crystal Systems,Space Groups,Oldest Known Age (Ma),Valence Elements,Paragenetic Modes
452,Bavenite,Ca4Be2+xAl2-xSi9O26-x(OH)2+x (x = 0 to 1),Ca4Be2+xAl2-xSi9O26-x(OH)2+x (x = 0 to 1),Ca Be Al Si O H,nan,R060065 R060128 R060790,Italy,1901,"Approved,Redefined", , ,"Artini E (1901) Di una nuova specie minerale trovata nel granito di Baveno, Atti della Reale Accademia dei Lincei 10, 139-145

Redefined: 
Hålenius U, Hatert F, Pasero M, Mills S J (2015) IMA Commission on New Minerals, Nomenclature and Classification (CNMNC) Newsletter 24. New minerals and nomenclature modifications approved in 2015. Mineralogical Magazine 79, 247-251",orthorhombic,Cmcm,2550.0,Ca Be Al Si O H,"Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM26 - Hadean detrital minerals, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
453,Bavsiite,Ba2V4+2O2[Si4O12],Ba2V2O2[Si4O12],Ba V O Si,IMA2014-019,R150042,Canada,2014,Approved, , ,"Bojar H P, Walter F, Baumgartner J (2019) Bavsiite, Ba_2_V_2_O_2_[Si_4_O_12_], mineral data and crystal structure. Mineralogical Magazine 83, 821-827",tetragonal,I4/m,,Ba V^4+ O Si,"Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics"
454,Bayerite,Al(OH)3,Al(OH)3,Al O H,nan,nan,Israel,1928,"Approved,Grandfathered", , ,"Fricke R (1928) Über das kristallinische Tonerdehydrat v. Bonsdorff's. Zeitschrift für Anorganische und Allgemeine Chemie 175, 249-256",monoclinic,P2_1/a|P2_1/n,580.0,Al O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM48 - Soil leaching zone minerals, PM51 - Pyrometamorphic minerals"
455,Bayldonite,Cu2+3Pb2+O(As5+O3OH)2(OH)2,Cu3PbO(AsO3OH)2(OH)2,Cu Pb O As H,nan,R050670 R110033,United Kingdom,1865,"Approved,Grandfathered", , ,"Church A H (1865) Chemical researches on some new and rare Cornish minerals, Journal of the Chemical Society 18, 259-268",monoclinic,C2/c,2700.0,Cu^2+ Pb^2+ O As^5+ H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
456,Bayleyite,Mg2(U6+O2)(CO3)3·18H2O,Mg2(UO2)(CO3)3·18H2O,Mg U O C H,nan,R070458,USA,1951,"Approved,Grandfathered", , ,"Axelrod J M, Grimaldi F S, Milton C, Murata K J (1951) The uranium minerals from the Hillside mine, Yavapai County, Arizona, American Mineralogist 36, 1-22",monoclinic,P2_1/a,1814.0,Mg U^6+ O C H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
457,Baylissite,K2Mg(CO3)2·4H2O,K2Mg(CO3)2·4H2O,K Mg C O H,IMA1975-024,nan,Switzerland,1975,Approved, , ,"Walenta K (1976) Baylissit, ein neues Karbonatmineral aus den Schweizer Alpen, Schweizerische Mineralogische und Petrographische Mitteilungen 56, 187-194",monoclinic,P2_1/a|P2_1/n,3.36,K Mg C O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
458,Bazhenovite,Ca8(S5)2-(S2+2O3)2-(OH)12·20H2O,Ca8S5(S2O3)(OH)12·20H2O,Ca S O H,IMA1986-053,R130224,Russia,1986,Approved, , ,"Chesnokov B V, Polyakov V O, Bushmakin A F (1987) Bazhenovite CaS<sub>5</sub>·CaS<sub>2</sub>O<sub>3</sub>·6Ca(OH)<sub>2</sub>·20H<sub>2</sub>O - a new mineral, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 116(6), 737-743",monoclinic,P2_1/c,0.0,Ca S S^2+ O H,"Biotic; Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals"
459,Bazirite,BaZr4+Si3O9,BaZrSi3O9,Ba Zr Si O,IMA1976-053,nan,United Kingdom,1976,Approved,Benitoite,benitoite,"Young B R, Hawkes J R, Merriman R J, Styles M T (1978) Bazirite, BaZrSi<sub>3</sub>O<sub>9</sub>, a new mineral from Rockall Island, Inverness-shire, Scotland, Mineralogical Magazine 42, 35-40",hexagonal,P-6c2,390.0,Ba Zr^4+ Si O,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
460,Bazzite,"Be3(Sc3+,Fe3+,Mg)2Si6O18·Na0.32·nH2O","Be3(Sc,Fe3+,Mg)2Si6O18·Na0.32·nH2O",Be Sc Fe Mg Si O Na H,nan,nan,Italy,1915,"Approved,Grandfathered",Beryl,beryl,"Artini E (1915) Due minerali di Baveno contenenti terre rare: weibyeïte e bazzite, Atti della Reale Accademia dei Lincei, Rendiconti della Classe di Scienze Fisiche, Matematiche e Naturali 24, 313-319",hexagonal,P6/mcc,2000.0,Be Sc^3+ Fe^3+ Mg Si O Na H,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
461,Bearsite,Be2As5+O4(OH)·4H2O,Be2(AsO4)(OH)·4H2O,Be As O H,nan,nan,Kazakhstan,1962,Approved, , ,"Kopchenova E V, Sidorenko G A (1962) Bearsite, the arsenic analogue of moraesite, Zapiski Vsesoyuznogo Mineralogicheskogo Obshchestva 91(4), 442-446",monoclinic,P2_1/a,582.0,Be As^5+ O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
462,Bearthite,Ca2Al(PO4)2OH,Ca2Al(PO4)2(OH),Ca Al P O H,IMA1986-050,nan,Italy / Switzerland,1986,Approved,Brackebuschite,brackebuschite,"Chopin C, Brunet F, Gebert W, Medenbach O, Tillmanns E (1993) Bearthite, Ca<sub>2</sub>Al[PO<sub>4</sub>]<sub>2</sub>(OH), a new mineral from high-pressure terranes of the western Alps, Schweizerische Mineralogische und Petrographische Mitteilungen 73, 1-9",monoclinic,P2_1/m,260.0,Ca Al P O H,"Abiotic, Secondary; Stage 5: Initiation of plate tectonics, PM39 - High-P metamorphism, PM40 - Regional metamorphism"
463,Beaverite-(Cu),Pb2+Cu2+Fe3+2(S6+O4)2(OH)6,Pb(Fe3+2Cu)(SO4)2(OH)6,Pb Fe Cu S O H,IMA2007-D,R060400,USA,1911,"Approved,Redefined",Alunite-Alunite,alunite-jarosite-jarosite subgroup,"Butler B S, Schaller W T (1911) Beaverite, a new mineral, Journal of the Washington Academy of Sciences 1, 26-27

Name changed from beaverite:
Bayliss P, Kolitsch U, Nickel E H, Pring A (2010) Alunite supergroup: recommended nomenclature, Mineralogical Magazine 74, 919-927",hexagonal,R-3m,4000.0,Pb^2+ Cu^2+ Fe^3+ S^6+ O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
464,Beaverite-(Zn),Pb2+Zn2+Fe3+2(S6+O4)2(OH)6,Pb(Fe3+2Zn)(SO4)2(OH)6,Pb Fe Zn S O H,IMA2010-086,nan,Japan,2010,Approved,Alunite-Alunite, ,"Sato E, Nakai I, Terada Y, Tsutsumi Y, Yokoyama K, Miyawaki R, Matsubara S (2011) Beaverite-(Zn), Pb(Fe<sub>2</sub>Zn)(SO<sub>4</sub>)<sub>2</sub>(OH), a new member of the alunite group, from Mikawa Mine, Niigata Prefecture, Japan, Mineralogical Magazine 75, 375-377",hexagonal,R-3m,64.0,Pb^2+ Zn^2+ Fe^3+ S^6+ O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
465,Bechererite,Zn2+7Cu2+(OH)13[SiO(OH)3S6+O4],Zn7Cu(OH)13[SiO(OH)3(SO4)],Zn Cu O H Si S,IMA1994-005,nan,USA,1994,Approved, , ,"Giester G, Rieck B (1996) Bechererite, (Zn,Cu)<sub>6</sub>Zn<sub>2</sub>(OH)<sub>13</sub>[(S,Si)(O,OH)<sub>4</sub>]<sub>2</sub>, a novel mineral species from the Tonopah-Belmont mine, Arizona, American Mineralogist 81, 244-248

Chemical formula revised:
Hoffman C, Armbuster T, Giester G (1997) Acentric structure (P3) of bechererite, Zn<sub>7</sub>Cu(OH)<sub>13</sub>[SiO(OH)<sub>3</sub>SO<sub>4</sub>], American Mineralogist 82, 1014-1018",hexagonal,P-3|P3,1703.0,Zn^2+ Cu^2+ O H Si S^6+,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
466,Beckettite,Ca2V3+6Al6O20,Ca2V6Al6O20,Ca V Al O,IMA2015-001,nan,Mexico (meteorite),2015,Approved,Sapphirine, ,"Ma C, Paque J, Tschauner O (2016) Discovery of beckettite, Ca_2_V_6_Al_6_O_20_, a new alteration mineral in a V-rich Ca-Al-rich inclusion from Allende. Lunar and Planetary Science 47, 1704-1704

",triclinic,P-1,4567.61,Ca V^3+ Al O,"Abiotic, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases"
467,Becquerelite,Ca(U6+O2)6O4(OH)6·8H2O,Ca(UO2)6O4(OH)6·8H2O,Ca U O H,nan,nan,Democratic Republic of the Congo,1922,"Approved,Grandfathered", , ,"Schoep A (1922) Sur la becquerélite, nouveau minéral radioactif, Comptes Rendus Hebdomadaires des Séances de l’Académie des Sciences 174, 1240-1242

Chemical formula changed from UO_3_·2H_2_O:
Frondel J W, Cuttutta F (1953) Studies of uranium minerals (XII): The status of billietite and becquerelite, American Mineralogist 30, 1019-1024

Chemical formula changed from (UO_3_)_7_·11H_2_O:
Piret-Meunier J, Piret P (1982) Nouvelle détermination de la structure cristalline de la bequerelite, Bulletin de Minéralogie 105, 606-610",orthorhombic|hexagonal,Pn2_1a|P3,2000.0,Ca U^6+ O H,"Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM27 - Radioactive decay; auto-oxidation, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
468,Bederite,Ca2Mn2+4Fe3+2(PO4)6·2H2O,Ca2Mn2+4Fe3+2(PO4)6·2H2O,Ca Mn Fe P O H,IMA1998-007,nan,Argentina,1998,Approved,Wicksite,wicksite,"Galliski M A, Cooper M A, Hawthorne F C, Cerný P (1999) Bederite, a new pegmatite mineral from Nevados de Palermo, Argentina: description and crystal structure, American Mineralogist 84, 1674-1679",orthorhombic,Pcab,2046.0,Ca Mn^2+ Fe^3+ P O H,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
469,Beershevaite,CaFe3+3(PO4)3O,CaFe3+3(PO4)3O,Ca Fe P O,IMA2020-095a,nan,Israel,2021,"Approved,Pending publication", , ,"Britvin, S. N., Murashko, M. N., Krzhizhanovskaya, M. G., Vapnik, Y., Vlasenko, N. S., Vereshchagin, O. S., Bocharov, V. N., and Vasiliev, E. A.: Beershevaite, IMA 2020-095a, in: CNMNC Newsletter 61, Eur. J. Mineral., 33, https://doi.org/10.5194/ejm-33-299-2021, 2021",monoclinic,P2_1/m,,Ca Fe^3+ P O,"Biotic; Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM51 - Pyrometamorphic minerals"
470,Béhierite,TaBO4,Ta(BO4),Ta B O,IMA1967 s.p.,R060657,Madagascar,1961,"Approved,Renamed",Zircon, ,"Mrose M E, Rose H J (1961) Behierite, (Ta,Nb)BO<sub>4</sub>, a new mineral from Manjaka, Madagascar, Geological Society of America, Abstracts Annual Meetings 1961, 111A-111A

Spelling of name changed from behierite to béhierite:
Hålenius U, Hatert F, Pasero M, Mills S J (2015) IMA Commission on New Minerals, Nomenclature and Classification (CNMNC) Newsletter 28. New minerals and nomenclature modifications approved in 2015. Mineralogical Magazine 79, 1859-1864",tetragonal,I4_1/amd,1760.0,Ta B O,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites"
471,Behoite,Be(OH)2,Be(OH)2,Be O H,IMA1969-031,R060659 R130229 R130230,USA,1969,Approved,Cristobalite, ,"Ehlmann A J, Mitchell R S (1970) Behoite, beta-Be(OH)<sub>2</sub>, from the Rode Ranch pegmatite, Llano County, Texas, American Mineralogist 55, 1-9",orthorhombic,P2_12_12_1,2680.0,Be O H,"Abiotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM9 - Lava/xenolith minerals, Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, PM35 - Ultra-alkali and agpaitic igneous rocks"
472,Běhounekite,U4+(S6+O4)2·4H2O,U(SO4)2(H2O)4,U S O H,IMA2010-046,nan,Czech Republic,2010,Approved, , ,"Plášil J, Fejfarová K, Novák M, Dušek M, Škoda R, Hloušek J, Čejka J, Majzlan J, Sejkora J, Machovič V, Talla D (2011) Běhounekite, U(SO<sub>4</sub>)<sub>2</sub>(H<sub>2</sub>O)<sub>4</sub>, From Jáchymov (St Joachimsthal), Czech Republic: the first natural U<sup>4+</sup> sulphate, Mineralogical Magazine 75, 2739-2753",orthorhombic,Pnma,0.0,U^4+ S^6+ O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
473,Beidellite,"(Na,Ca)0.3Al2(Si,Al)4O10(OH)2·nH2O","(Na,Ca)0.3Al2(Si,Al)4O10(OH)2·nH2O",Na Ca Al Si O H,nan,R070244,USA,1925,"Approved,Grandfathered","Clay, Smectite-vermiculite",smectite,"Larsen E S, Wherry E T (1925) Beidellite, a new mineral name, Journal of the Washington Academy of Sciences 15, 465-466",unknown,nan,2050.0,Na Ca Al Si O H,"Abiotic, Biotic, Primary, Secondary; Stage 2: Planetesimal differentiation & alteration, PM6 - Secondary asteroid phases, Stage 3a: Earth's earliest Hadean crust, PM9 - Lava/xenolith minerals, Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
474,Belakovskiite,Na7(U6+O2)(S6+O4)4(S6+O3OH)·3H2O,Na7(UO2)(SO4)4(SO3OH)(H2O)3,Na U O S H,IMA2013-075,nan,USA,2013,Approved,Not in a structural group, ,"Kampf A R, Plášil J, Kasatkin A V, Marty J (2014) Belakovskiite, Na_7_(UO_2_)(SO_4_)_4_(SO_3_OH)(H_2_O)_3_, a new uranyl sulfate mineral from the Blue Lizard mine, San Juan County, Utah, USA. Mineralogical Magazine 78, 639-649",triclinic,P-1,0.0,Na U^6+ O S^6+ H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
475,Belendorffite,Cu7Hg6,Cu7Hg6,Cu Hg,IMA1989-024,R070346,Germany,1989,Approved, , ,"Bernhardt H J, Schmetzer K (1992) Belendorffite, a new copper amalgam dimorphous with kolymite, Neues Jahrbuch für Mineralogie, Monatshefte 1992, 21-28",hexagonal,R3m,354.0,Cu Hg,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
476,Belkovite,Ba3Nb5+6(Si2O7)2O12,Ba3Nb6(Si2O7)2O12,Ba Nb Si O,IMA1989-053,nan,Russia,1989,Approved, , ,"Voloshin A V, Subbotin V V, Pakhomovskii Y A, Bakhchisaraitsev A Y, Yamnova N A, Pushcharovskii D Y (1991) Bekovite - a new barium-niobium silicate from carbonatites of the Vuoriyarvi massif (Kola Peninsula, USSR), Neues Jahrbuch für Mineralogie, Monatshefte 1991, 23-31",hexagonal,P-62m,485.0,Ba Nb^5+ Si O,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites"
477,Bellbergite,"(K,Ba,Sr)2Sr2Ca2(Ca,Na)4(Si,Al)36O72·30H2O","(K,Ba,Sr)2Sr2Ca2(Ca,Na)4(Si,Al)36O72·30H2O",K Ba Sr Ca Na Si Al O H,IMA1990-057,R100201,Germany,1990,Approved, ,zeolite,"Rüdinger B, Tillmanns E, Hentschel G (1993) Bellbergite - a new mineral with zeolite structure type EAB, Mineralogy and Petrology 48, 147-152",hexagonal,P6_3/mmc,354.0,K Ba Sr Ca Na Si Al O H,"Abiotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM9 - Lava/xenolith minerals, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
478,Bellidoite,Cu2Se,Cu2Se,Cu Se,IMA1970-050,nan,Czech Republic,1970,Approved, , ,"de Montreuil L A (1975) Bellidoite: A new copper selenide, Economic Geology 70, 384-387",tetragonal,P4_2/n|P4_2/nnm,443.0,Cu Se,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
479,Bellingerite,Cu2+3(I5+O3)6·2H2O,Cu3(IO3)6·2H2O,Cu I O H,nan,R050607,Chile,1940,"Approved,Grandfathered", , ,"Berman H, Wolfe C W (1940) Bellingerite, a new mineral from Chuquicamata, Chile, American Mineralogist 25, 505-512",triclinic,P-1,35.0,Cu^2+ I^5+ O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
480,Belloite,Cu2+(OH)Cl,Cu(OH)Cl,Cu O H Cl,IMA1998-054,nan,Chile,1998,Approved, , ,"Schlüter J, Klaska K-H, Gebhard G (2000) Belloite, Cu(OH)Cl, a new mineral from Sierra Gorda, Antofagasta, Chile, Neues Jahrbuch für Mineralogie, Monatshefte 2000, 67-73",monoclinic,P2_1/a,383.0,Cu^2+ O H Cl,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals"
481,Belogubite,Cu2+Zn2+(S6+O4)2·10H2O,CuZn(SO4)2·10H2O,Cu Zn S O H,IMA2018-005,nan,Russia,2018,Approved,Chalcanthite, ,"Kasatkin A V, Britvin S N, Chukanov N V, Škoda R, Agakhanov A A, Belakovskiy D I (2019) Belogubite, a new mineral of the chalcanthite group from the Gayskoe deposit, South Urals, Russia. Zapiski Rossiiskogo Mineralogicheskogo Obshchetstva 148(3), 30-43 
",triclinic,P-1,408.0,Cu^2+ Zn^2+ S^6+ O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, PM47 - Low-T subaerial oxidative hydration/weathering"
482,Belomarinaite,KNa(S6+O4),KNa(SO4),K Na S O,IMA2017-069a,nan,Russia,2018,Approved,Aphthitalite, ,"Filatov S K, Shablinskii A P, Vergasova L P, Saprikina O U, Bubnova R S, Moskaleva S V, Belousov A B (2019) Belomarinaite KNa(SO_4_): A new sulfate from 2012–2013 Tolbachik Fissure eruption, Kamchatka Peninsula, Russia. Mineralogical Magazine 83, 569-575",hexagonal,P3m1,,K Na S^6+ O,"Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
483,Belousovite,KZn2+(S6+O4)Cl,KZn(SO4)Cl,K Zn S O Cl,IMA2016-047,nan,Russia,2016,Approved,Not in a structural group, ,"Siidra O I, Nazarchuk E V, Lukina E A, Zaitsev A N, Shilovskikh V V (2018) Belousovite, KZn(SO_4_)Cl, a new sulfate mineral from the Tolbachik volcano with apophyllite sheet-topology. Mineralogical Magazine 82, 1079-1088",monoclinic,P2_1/c,3.6e-05,K Zn^2+ S^6+ O Cl,"Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals"
484,Belovite-(Ce),NaCeSr3(PO4)3F,NaCeSr3(PO4)3F,Na Ce Sr P O F,nan,R070163,Russia,1954,"Approved,Grandfathered",Apatite,apatite,"Borodin L S, Kazakova M E (1954) Belovite - a new mineral from an alkaline pegmatite, Doklady Akademii Nauk SSSR 96, 613-616

Chemical formula redefined:
Pekov I V, Chukanov N V, Beletskaya O V, Khomyakov A P, Menshikov Y P (1995) Belovite-(Ce): New data, refined formula and relationship to other minerals of the apatite group, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 124, 98-110",hexagonal,P-3,2500.0,Na Ce Sr P O F,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites"
485,Belovite-(La),NaLaSr3(PO4)3F,NaLaSr3(PO4)3F,Na La Sr P O F,IMA1995-023,nan,Russia,1995,Approved,Apatite,apatite,"Pekov I V, Kulikova I M, Kabalov Y K, Eletskaya O V, Chukanov N V, Menshikov Y P, Khomyakov A P (1996) Belovite-(La) Sr<sub>3</sub>Na(La,Ce)[PO<sub>4</sub>]<sub>3</sub>(F, OH) – a new rare earth mineral in the apatite group, Zapiski Vserossijskogo Mineralogicheskogo Obshchestva 125(3), 101-109

Chemical formula revised:
Pasero M, Kampf A R, Ferraris C, Pekov I V, Rakovan J R, White T J (2010) Nomenclature of the apatite supergroup minerals, European Journal of Mineralogy 22, 163-179",hexagonal,P-3,418.0,Na La Sr P O F,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites"
486,Belyankinite,"Ca1-2(Ti4+,Zr4+,Nb5+)5O12·9H2O","Ca1-2(Ti,Zr,Nb)5O12·9H2O (?)",Ca Ti Zr Nb O H,nan,nan,Russia,1950,"Approved,Questionable mineral species", , ,"Gerasimovskii M E, Kazakova M E (1950) Belyankinite - a new mineral, Doklady Akademii Nauk SSSR 71, 925-927",nan,nan,413.6,Ca Ti^4+ Zr^4+ Nb^5+ O H,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks"
487,Bementite,Mn2+7Si6O15(OH)8,Mn7Si6O15(OH)8,Mn Si O H,nan,nan,USA,1888,"Approved,Redefined",Clay, ,"Koenig G A (1888) Preliminary note on a new mineral species from Franklin, N.J., Proceedings of the Academy of Natural Sciences of Philadelphia 1887, 310-311

Redefined:
Pardee J T, Larsen E S, Steiger G (1921) Bementite and neotocite from western Washington, with conclusions as to the identity of bementite and caryopilite, Journal of the Washington Academy of Sciences 11, 25-32",monoclinic,P2_1/c,2400.0,Mn^2+ Si O H,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM32 - Ba-Mn-Pb-Zn metamorphics"
488,Benauite,SrFe3+3(PO4)(PO3OH)(OH)6,SrFe3+3(PO4)(PO3OH)(OH)6,Sr Fe P O H,IMA1995-001,nan,Germany,1995,Approved,Alunite-crandallite,alunite-jarosite-dussertite subgroup,"Walenta K, Birch W D, Dunn P J (1996) Benauite, a new mineral of the crandallite group from the Clara mine in the central Black Forest, Germany, Chemie der Erde 56, 171-176",hexagonal,R-3m,975.3,Sr Fe^3+ P O H,"Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM32 - Ba-Mn-Pb-Zn metamorphics, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
489,Benavidesite,Pb2+4Mn2+Sb3+6S2-14,Pb4MnSb6S14,Pb Mn Sb S,IMA1980-073,R070348,Peru,1980,"Approved,Renamed", , ,"Oudin E, Picot P, Pillard F, Moëlo Y, Burke E A J, Zakrzewski M A (1982) La bénavidésite, Pb<sub>4</sub>(Mn,Fe)Sb<sub>6</sub>S<sub>14</sub>, un nouveau minéral de la série de la jamesonite, Bulletin de Minéralogie 105, 166-169",monoclinic,P2_1/c,310.0,Pb^2+ Mn^2+ Sb^3+ S^2-,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits"
490,Bendadaite,Fe2+Fe3+2(As5+O4)2(OH)2·4H2O,Fe2+Fe3+2(AsO4)2(OH)2·4H2O,Fe As O H,IMA1998-053a,R080112,Portugal,1998,Approved,Arthurite, ,"Kolitsch U, Atencio D, Chukanov N V, Zubkova N V, Menezes L A D, Coutinho J M V, Birch W D, Schlüter J, Pohl D, Kampf A R, Steele I M, Favreau G, Nasdala L, Möckel S, Giester G, Pushcharovsky D Y (2010) Bendadaite, a new iron arsenate mineral of the arthurite group, Mineralogical Magazine 74, 469-486",monoclinic,P2_1/c,630.0,Fe^2+ Fe^3+ As^5+ O H,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering"
